Movie ID,Original Title,Overview,Poster Path
875,Nothing to Lose,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",/obRFIwQWBieexkUQtZBNROeZTcR.jpg
876,超級警察2,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",/7Ehl4KBPNIvMQZ8W54puJ2mAOUt.jpg
879,The Relic,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg
880,The Island of Dr. Moreau,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg
881,First Kid,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",/2Vv60vpDIXyFoeeyuhw0a7eviOC.jpg
882,The Trigger Effect,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",/2kEJ0R3ZC9g5tSCuCh7O9IHvcCj.jpg
885,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",/unp3wg7uzIV3HikMexGQJpO0OHc.jpg
886,Bulletproof,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",/gPzTPl5PumZurZMZwIyPIkBEmay.jpg
888,The Land Before Time III: The Time of the Great Giving,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",/abcJUBDHi6hxibSgm2bxYK1wAZK.jpg
889,06,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",/lSf3TgDjG7gPoAp3lfpOE6mVPjl.jpg
891,Halloween: The Curse of Michael Myers,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.",/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg
892,Twelfth Night,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",/uMvHIh50LqWJxUK26eYWV10epdq.jpg
893,Mother Night,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",/xooxiCcc4hdBz7Glf3qwZhvoBaF.jpg
896,Les Roseaux sauvages,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual.",/31lBDXmmg0p7mXkSZaM9kfHbY0d.jpg
897,For Whom the Bell Tolls,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress.,/j5tBLqs599srb0lryNZIlAWfWWy.jpg
898,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",/dKUubjvxO78XDts6VP1Ggcp4R9O.jpg
899,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",/w03EiJVHP8Un77boQeE7hg9DVdU.jpg
900,An American in Paris,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",/lyDXkvG53ldz6Cf7dbjJl7TaoP5.jpg
901,Funny Face,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,/tzTjalpIz6NyFrWPPlOBFoBjb7z.jpg
902,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg
903,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg
904,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg
905,It Happened One Night,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,/2PNUGWAflH6UUumas0POMmokHlc.jpg
906,Gaslight,A newlywed fears she's going mad when strange things start happening at the family mansion.,/gXKszCl5Q1KrgWRWpPcqn94CP58.jpg
907,The Gay Divorcee,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",/rfPQfRTsl3RKcf77OllAGgVB7ED.jpg
908,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",/lStZVLHQmn7MSWx0OcI0tfaGwsI.jpg
909,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",/68TOfadzkikVABaxz0KJtT29UA4.jpg
910,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
911,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",/ijJ73UgR6nOqjSP8MO0Z7hawCdm.jpg
912,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg
913,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",/bf4o6Uzw5wqLjdKwRuiDrN1xyvl.jpg
914,My Fair Lady,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,/bTXVc29lGSNclf94VIZ49W4gGKl.jpg
915,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg
916,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",/8lI9dmz1RH20FAqltkGelY1v4BE.jpg
917,The Little Princess,A little girl goes in search of her father who is reported missing by the military during the Second Boer War.,/cnMSURyv7R6gjmUm5SYdTxXLzIO.jpg
918,Meet Me in St. Louis,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,/ekVeUvG81pidsv2LMtWf5yYcNbq.jpg
919,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",/pfAZFD7I2hxW9HCChTuAzsdE6UX.jpg
920,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg
921,My Favorite Year,"Fledgling comic Benjy Stone can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann, gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails.",/xksAhZJx1WmHM03OaePNe9IiEBt.jpg
922,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg
923,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg
924,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
926,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",/6numIZH6uR3NlJgY9m7nGH0jhs.jpg
927,The Women,A happily married woman lets her catty friends talk her into divorce when her husband strays.,/wMTbDI60uvt7ecLZ301XEE8mAOo.jpg
928,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg
929,Foreign Correspondent,"American crime reporter John Jones is reassigned to Europe as a foreign correspondent to cover the imminent war. When he walks into the middle of an assassination and stumbles on a spy ring, he seeks help from a beautiful politician’s daughter and an urbane English journalist to uncover the truth.",/A8WhuO1fnY4N65JRDTDvDUPHTlf.jpg
930,Notorious,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",/yUjKnpColooH88BFQJwwgNOQ56N.jpg
931,Spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",/dPAox7jGScLBvxKLeRptJIBF7v.jpg
932,An Affair to Remember,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,/jwbWglYHbjqUu8M9DjTYzTOFklt.jpg
933,To Catch a Thief,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg
934,Father of the Bride,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg
935,The Band Wagon,A Broadway artiste turns a faded film star's comeback vehicle into an artsy flop.,/5CvUmTWK46rShfgLmw7LuKF2fYL.jpg
936,Ninotchka,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg
937,Love in the Afternoon,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,/jCHVviBhRQ7OkJFQfziO2N2ZJmh.jpg
938,Gigi,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",/v4jPy20pdYIFiqtsNvrek7l6ALl.jpg
940,The Adventures of Robin Hood,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,/c7LX3GMf9uXQTgVm3uxpm7E6Woc.jpg
941,The Mark of Zorro,"Around 1820 the son of a California nobleman comes home from Spain to find his native land under a villainous dictatorship. On the one hand he plays the useless fop, while on the other he is the masked avenger Zorro.",/bJDonmAPnDV8jDv9jLlsejAdAoL.jpg
942,Laura,A police detective falls in love with the woman whose murder he's investigating.,/j0zEiFFrdbZnMXqD3piOtZBJeNB.jpg
943,The Ghost and Mrs. Muir,A young British widow rents a seaside cottage and soon becomes haunted by the ghost of its former owner.,/idoD3cwfwj86BPvVoWVgWhnT2xq.jpg
944,Lost Horizon,"British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway.",/jCY8uJ80xlO2ApfrsB8s2gzyiBX.jpg
945,Top Hat,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg
946,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",/dDQRpEoyjHT4fzw9cNklIvZuXYg.jpg
947,My Man Godfrey,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two.",/wtfOW7fIxBZWY78rvUoPpWhMSiR.jpg
948,Giant,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations.",/oQ1Arue52pFLSvvwfcNTy16hTCG.jpg
949,East of Eden,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",/xv1MZVIop0SQqwLUymgE5eb2LFl.jpg
950,The Thin Man,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,/6cL89ok9t8xEKboOjOVga2W66jj.jpg
951,His Girl Friday,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",/da95rurNghmKWmraPyqP6IsnAt1.jpg
952,Around the World in Eighty Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",/kk6Rrwh0toMz9tjuUHdS4O3v2Rk.jpg
953,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg
954,Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",/nDjg1fbNyq15excNDl3acd2IqAk.jpg
955,Bringing Up Baby,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg
956,Penny Serenade,"Julie and Roger are a love-struck married couple who desperately want to have a child. Tragedy after tragedy gets in their way, as the two attempt to rise above their troubles and fulfill their dreams of parenthood.",/gprilmaJSi3e4Rs7epIj9ZP6X6P.jpg
959,Of Human Bondage,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,/cpGAPsHnCpifmLKeiLnwNgT157y.jpg
961,Little Lord Fauntleroy,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",/nNMt9xO4MK1M4nzlRi2ryCO3TyK.jpg
963,The Inspector General,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.",/pEseNGrq1lSdomjayEflNn0xjaZ.jpg
965,The 39 Steps,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.",/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg
968,Night of the Living Dead,"A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.",/inNUOa9WZGdyRXQlt7eqmHtCttl.jpg
969,The African Queen,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg
970,Beat the Devil,A group of con artists stake their claim on a bogus uranium mine.,/eDROzlsoKHbrRXh8FyBK8Csd6k7.jpg
971,Cat on a Hot Tin Roof,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg
973,Meet John Doe,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg
976,A Farewell to Arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.",/eNmPByGZJqlp60nCZRhsAlVAb3F.jpg
979,Nothing Personal,"A raw depiction of the Belfast 'troubles' as savage tribal warfare. Set shortly after the 1975 cease fire, the film focuses on the tribulations of Kenny, Protestant leader of a group of Shankill Road Loyalists, and his one-time friend Liam, a Catholic.",/mvQ6sXAftEX1UsFvvNKF89ubd6F.jpg
981,Dangerous Ground,"Vusi Madlazi returns to the South African village he left as a young boy to bury his father. He meets up with his brother Ernest, who tells him their other brother Stephen couldn't be contacted. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend, Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men.",/3oFap1KH6zTTP1w0iQ6uQZrzKU4.jpg
982,Picnic,"Labor Day in a small Kansas farm town. Hal, a burly and resolute drifter, jumps off a dusty freight train car with the purpose of visiting Alan, a former college classmate and son of the richest man in town.",/aKCSA9JUp9JkztAjzODPTrtZmzC.jpg
984,The Pompatus of Love,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",/i94UXzKj8OF1hUyXlT4BHvfgJZI.jpg
986,Fly Away Home,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg
987,Bliss,A newly married happy couple visits a sex therapist to determine why the wife can't achieve an orgasm with her husband. This causes a horrific suppressed memory to emerge and she becomes more and more distant.,/zGdGINvf9oSysprbWnu85dIM7rc.jpg
988,Grace of My Heart,"Philadelphia teenager Edna Buxton wins a talent contest during the early rock 'n' roll era, changes her name to Denise Waverly and moves to New York City to make it big. Though she flops as a recording artist, fast-talking record producer Joel Millner recognizes her songwriting talent and teams her with struggling songsmith Howard Caszatt.",/fkgVjmbN9VdBxguNi6tz6lb3sDu.jpg
990,Maximum Risk,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",/18HVWwyLihWJPzGpSVl3omRRMyL.jpg
991,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",/baEsjm8fMi51hDOFwwDQRekY9Xw.jpg
993,Infinity,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,/45cU6BNyRGKhDQZKzVSll4eTgwh.jpg
994,Big Night,"Primo and Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant.",/nnQrJT4LCj6v2LjboUogkcRUPBr.jpg
996,Last Man Standing,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",/nEMNuHELBxPAglynxuc9ZvKOlpv.jpg
998,Set It Off,"Four inner-city Black women, determined to end their constant struggle, decide to live by one rule — get what you want or die trying. So the four women take back their lives and take out some banks in the process.",/wpiARyUqTfabzakAXHMIUY6Tl1A.jpg
999,2 Days in the Valley,"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.",/qKHZaEXK0Xb1v5BxehE3vaNIJiL.jpg
1003,Extreme Measures,"Guy Luthan, a British doctor working at a hospital in New York, starts making unwelcome enquiries when the body of a man who died in his emergency room disappears. After the trail leads Luthan to the door of an eminent surgeon at the hospital, Luthan soon finds himself in extreme danger people who want the hospital's secret to remain undiscovered.",/fFpA6zm0QGA2oz5yk6pgGeUFfhv.jpg
1004,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",/phRTV57bqfHinAmjNc097OSHNZK.jpg
1005,D3: The Mighty Ducks,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,/wltMr1loUKSCaEV4EDgh21eCRI3.jpg
1006,The Chamber,"Idealistic young attorney Adam Hall takes on the death row clemency case of his racist grandfather, Sam Cayhall, a former Ku Klux Klan member he has never met.",/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg
1007,The Apple Dumpling Gang,A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,/cSbRtW2rSpz6AxS4BwtunpFHma.jpg
1008,"Davy Crockett, King of the Wild Frontier","Legends (and myths) from the life of famed American frontiersman Davy Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russel fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo.",/7IFRrsQdaaUJaemg2z35fshzswd.jpg
1009,Escape to Witch Mountain,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",/cXicoCiCfO6FDfv6ozwcfQCnhVW.jpg
1010,The Love Bug,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.",/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg
1011,Herbie Rides Again,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,/1k14PPykkUQfhjn3xXDrc55lfHl.jpg
1012,Old Yeller,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",/Xe7AB0ffhGPSdBZ4qJ9AKJfllL.jpg
1013,The Parent Trap,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",/jaZFWy6ZAvQoMW2mo9xP5gx4URo.jpg
1014,Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,/9lWkRXg35SjUZXLr10ez8DERvRv.jpg
1015,Homeward Bound: The Incredible Journey,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance, an adventurous American bulldog; Shadow, a wise golden retriever; and Sassy, a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three embark together on a treacherous and thrilling journey to find their way back home through the California wilderness.",/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg
